part_number,status
5SL6332-7CC,FOUND EXACTLY
U72G250ECT-SXXXX,NOT IN OLD CATALOGUE
6ED1058-0BA08-0YA1,FOUND EXACTLY
6ED1055-1CB00-0BA2,FOUND EXACTLY
U3018O250ECT-XM2XX,NOT IN OLD CATALOGUE
3VA2612-5HL32-0AA0,FOUND EXACTLY
3RW4037-1BB04,NOT IN OLD CATALOGUE
3RB2153-4FC2,FOUND EXACTLY
3VA9467-0FK21,FOUND EXACTLY
3VA2163-5KQ32-0AA0,NOT IN OLD CATALOGUE
3VA2340-5HN32-0AA0,FOUND EXACTLY
3SU1401-2BC20-1AA0,FOUND EXACTLY
3VA1120-3ED22-0AA0,FOUND EXACTLY
3VA1180-3EE32-0AA0,FOUND EXACTLY
3SU1401-1BB40-1AA0,FOUND EXACTLY
5SV3316-6,FOUND EXACTLY
5SY6125-7CC,FOUND EXACTLY
1010400000,FOUND EXACTLY
3VA1450-4EF32-0AA0,FOUND EXACTLY
5SY6201-7CC,FOUND EXACTLY
3VA1216-6EF32-0AA0,FOUND EXACTLY
7760056106,NOT IN OLD CATALOGUE
3SU1156-0AB60-1BA0,FOUND EXACTLY
3RT2037-1NB34-3MA0,FOUND EXACTLY
U60G250EKT-SMXXX,FOUND - FORMAT DIFFERENCE
U6036O250ECT-XM1XX,NOT IN OLD CATALOGUE
3UL2307-1A,FOUND EXACTLY
1020580000,FOUND EXACTLY
3VA1150-4EF32-0AA0,NOT IN OLD CATALOGUE
IND-P-24-RED,FOUND EXACTLY
1063730000,NOT IN OLD CATALOGUE
U72G250EKT-SXXXX,NOT IN OLD CATALOGUE
5TL1163-1,FOUND EXACTLY
6ED1055-1MA00-0BA2,FOUND EXACTLY
3VA2116-6HL32-0AA0,FOUND EXACTLY
3VA1180-5EF32-0AA0,NOT IN OLD CATALOGUE
5SY4225-7CC,FOUND EXACTLY
1011000000,FOUND EXACTLY
3RT2024-1AB00,NOT IN OLD CATALOGUE
2988460000,NOT IN OLD CATALOGUE
U48O250EKT-SM1XX,NOT IN OLD CATALOGUE
IND-M-230-RED,FOUND EXACTLY
3VA1116-5ED12-0AA0,FOUND EXACTLY
U2424G250ECT-XM2XX,NOT IN OLD CATALOGUE
U1212G250ECT-SMXXX,FOUND - FORMAT DIFFERENCE
3VA2110-5HL42-0AA0,NOT IN OLD CATALOGUE
3VA1220-4EF32-0AA0,FOUND EXACTLY
3VA1116-4ED12-0AA0,FOUND EXACTLY
DBEMLTK40,FOUND EXACTLY
1122970000,NOT IN OLD CATALOGUE
6ED1055-1HB00-0BA2,FOUND EXACTLY
ENCY25030T,FOUND EXACTLY
ENCL25036T,NOT IN OLD CATALOGUE
9512190000,FOUND EXACTLY
5SY4140-7CC,FOUND EXACTLY
